n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2
0.23,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.06,0.00,0.85,0.00,0.29,0.01,0.18,0.54,0.77,0.00,0.32,0.00,0.01,0.00,0.84,0.03,0.00,0.00,0.00,0.00,0.23,0.00,0.00,1.29,0.15,0.00
0.94,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.03,0.00,0.37,0.38,0.00,0.00,0.06,0.37,0.77,0.64,0.00,0.52,0.00,0.09,0.00,0.96,0.22,0.00,0.04,0.00,0.00,0.00,0.13,0.00,1.26,0.00,0.00
1.06,0.34,0.16,0.33,0.00,0.00,0.15,0.16,0.86,0.00,0.23,0.83,0.00,0.04,0.02,0.29,0.49,0.68,0.00,0.00,0.51,0.00,0.00,0.20,0.55,0.07,0.00,0.00,0.00,0.00,0.82,0.22,0.00,1.30,0.09,0.00
0.62,0.10,0.30,0.28,0.00,0.00,0.50,0.29,0.57,0.00,0.01,0.84,0.05,0.00,0.00,0.00,0.41,0.59,0.00,0.00,0.28,0.00,0.00,0.61,0.00,0.00,0.60,0.00,0.04,0.00,1.17,0.15,0.00,1.26,0.30,0.00
0.00,0.00,0.34,0.00,0.00,0.22,0.34,0.00,0.32,0.00,0.00,0.83,0.00,0.24,0.00,0.00,0.26,0.48,0.09,0.14,0.53,0.00,0.16,0.72,0.00,0.00,0.77,0.00,0.00,0.00,0.97,0.51,0.02,1.13,0.36,0.00
0.00,0.16,0.29,0.00,0.13,0.39,0.00,0.00,0.40,0.00,0.00,0.67,0.00,0.18,0.00,0.00,0.38,0.20,0.40,0.11,0.77,0.00,0.00,0.58,0.41,0.00,0.78,0.05,0.00,0.00,0.73,0.44,0.00,0.92,0.47,0.00
0.00,0.48,0.00,0.33,0.30,0.08,0.00,0.00,0.44,0.00,0.00,0.37,0.21,0.15,0.03,0.00,0.00,0.00,0.11,0.63,0.49,0.00,0.00,0.41,0.36,0.00,0.74,0.00,0.00,0.00,0.62,0.02,0.00,0.00,0.47,0.00
0.00,0.54,0.00,0.05,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.20,0.00,0.00,0.83,0.56,0.02,0.00,0.31,0.00,0.00,0.59,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.50,0.00,0.00,0.00,0.23,0.00,0.33,0.57,0.00,0.00,0.00,0.56,0.00,0.00,0.09,0.39,0.15,0.00,0.59,0.43,0.10,0.30,0.28,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.06,0.02,0.00,0.00,0.44
0.00,0.80,0.04,0.00,0.02,0.13,0.03,0.44,0.61,0.00,0.15,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.23,0.13,0.04,0.26,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.33
0.00,0.81,0.50,0.00,0.19,0.00,0.02,0.15,0.54,0.00,0.39,0.07,0.00,0.63,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.01,0.00,0.39,0.00,0.00,0.02,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.03
0.00,0.59,0.52,0.07,0.00,0.00,0.00,0.39,0.42,0.00,0.00,0.00,0.25,0.79,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.36,0.13,0.00,0.19,0.00,0.11,0.00,0.00,0.00,0.05,0.00,0.00,0.00
0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.16,0.00,0.18,0.00,0.00,0.00,0.00,0.26,0.00,0.33,0.00,0.00,0.06,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.25,0.18
0.00,0.20,0.11,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.56,0.29,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.19,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.64,0.10
0.00,0.30,0.00,0.00,0.00,0.00,0.39,0.13,0.00,0.00,0.00,0.08,0.00,0.27,0.54,0.17,0.00,0.03,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.09,0.00,0.07,0.00,0.08,0.39,0.00,0.00,0.15,0.77,0.00
0.00,0.00,0.28,0.00,0.00,0.00,0.09,0.67,0.00,0.00,0.00,0.00,0.00,0.63,0.57,0.06,0.00,0.26,0.00,0.00,0.00,0.00,0.08,0.09,0.00,0.00,0.00,0.30,0.00,0.23,0.00,0.00,0.33,0.00,0.52,0.00
0.00,0.00,0.70,0.00,0.00,0.00,0.08,0.68,0.00,0.00,0.11,0.00,0.00,0.48,0.45,0.21,0.27,0.46,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.09,0.48,0.28,0.00,0.67,0.04,0.00,0.00
0.00,0.00,0.56,0.00,0.00,0.00,0.30,0.48,0.15,0.00,0.00,0.00,0.00,0.13,0.27,0.14,0.06,0.43,0.00,0.20,0.00,0.00,0.31,0.00,0.41,0.00,0.00,0.03,0.00,0.73,0.20,0.00,0.57,0.19,0.39,0.37
0.00,0.00,0.29,0.00,0.02,0.47,0.25,0.00,0.30,0.06,0.00,0.00,0.00,0.30,0.04,0.10,0.00,0.28,0.01,0.39,0.32,0.00,0.07,0.00,0.73,0.06,0.00,0.02,0.00,0.61,0.00,0.11,0.33,0.00,0.16,0.00
0.00,0.00,0.04,0.00,0.00,0.62,0.00,0.00,0.01,0.32,0.00,0.00,0.54,0.00,0.00,0.00,0.34,0.00,0.31,0.00,0.52,0.00,0.00,0.00,0.85,0.30,0.00,0.00,0.00,0.50,0.00,0.30,0.09,0.00,0.22,0.00
0.00,0.00,0.13,0.00,0.00,0.52,0.02,0.00,0.00,0.00,0.14,0.12,0.55,0.00,0.00,0.00,0.11,0.00,0.54,0.00,0.65,0.00,0.15,0.00,1.07,0.32,0.00,0.00,0.00,0.54,0.00,0.21,0.00,0.00,0.05,0.00
0.00,0.13,0.00,0.00,0.00,0.43,0.21,0.52,0.00,0.00,0.39,0.00,0.39,0.32,0.00,0.00,0.00,0.07,0.26,0.05,0.53,0.00,0.44,0.00,1.14,0.00,0.05,0.06,0.00,0.59,0.09,0.09,0.00,0.00,0.00,0.00
0.13,0.17,0.00,0.00,0.00,0.15,0.00,0.37,0.00,0.00,0.37,0.00,0.17,0.32,0.00,0.00,0.21,0.11,0.00,0.06,0.50,0.00,0.13,0.00,1.13,0.00,0.42,0.09,0.20,0.56,0.13,0.00,0.00,0.00,0.00,0.18
0.00,0.04,0.42,0.01,0.00,0.00,0.28,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.52,0.00,0.00,0.34,1.17,0.00,0.44,0.00,0.00,0.54,0.27,0.00,0.00,0.00,0.00,0.11
0.00,0.18,0.27,0.16,0.04,0.32,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.85,0.00,0.00,0.00,0.49,0.00,0.01,0.69,1.00,0.00,0.04,0.00,0.00,0.59,0.15,0.52,0.00,0.00,0.00,0.00
0.00,0.29,0.00,0.03,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.94,0.00,0.00,0.00,0.41,0.00,0.02,0.57,0.00,0.00,0.00,0.00,0.00,0.57,0.33,0.38,0.00,0.00,0.00,0.00
0.00,0.10,0.00,0.00,0.00,0.70,0.03,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.32,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.32,0.28,0.46,0.00,0.00,0.00,0.00,0.24,0.20
0.00,0.00,0.20,0.00,0.00,0.51,0.00,0.01,0.00,0.00,0.27,0.00,0.43,0.17,0.06,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.37,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.00,0.31,0.36
0.00,0.25,0.38,0.00,0.25,0.28,0.00,0.13,0.08,0.00,0.45,0.00,0.42,0.00,0.00,0.03,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.80,0.44,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.12,0.00,0.17
0.04,0.33,0.47,0.00,0.33,0.00,0.11,0.03,0.95,0.05,0.68,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.24,0.49,0.01,0.00,0.24,0.08,0.55,0.00,0.00,0.36,0.00,0.23,0.00,0.13,0.00,0.00,0.00,0.00
0.20,0.00,0.44,0.00,0.34,0.00,0.00,0.26,1.19,0.10,0.62,0.13,0.00,0.38,0.00,0.41,0.00,0.16,0.02,0.35,0.00,0.00,0.42,0.00,0.19,0.00,0.00,0.13,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.12
0.06,0.00,0.27,0.00,0.29,0.00,0.00,0.00,1.14,0.00,0.15,0.18,0.00,0.00,0.00,0.33,0.45,0.01,0.00,0.00,0.00,0.00,0.23,0.35,0.36,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.21,0.00,0.00,0.11
0.25,0.00,0.00,0.00,0.66,0.00,0.02,0.00,0.83,0.00,0.06,0.13,0.28,0.09,0.00,0.00,0.94,0.00,0.00,0.32,0.03,0.00,0.14,0.77,0.33,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.18
0.00,0.00,0.00,0.06,0.79,0.00,0.55,0.00,0.69,0.00,0.00,0.00,0.36,0.26,0.00,0.00,0.64,0.21,0.00,0.54,0.00,0.00,0.13,0.78,0.40,0.25,0.00,0.20,0.00,0.00,0.00,0.07,0.40,0.00,0.00,0.34
0.00,0.00,0.00,0.00,0.59,0.19,0.79,0.00,0.61,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.04,0.15,0.00,0.27,0.00,0.36,0.13,0.76,0.42,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.24
0.54,0.14,0.00,0.01,0.00,0.00,0.55,0.00,0.44,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.54,0.03,0.00,0.00,0.00,0.00,0.47,0.81,0.00,0.00,0.06,0.00,0.00,0.10,0.20,0.00,0.00,0.23,0.00,0.00
0.32,0.00,0.00,0.24,0.16,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.43,0.00,0.06,0.30,0.00,0.00,0.37,0.71,0.10,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.10,0.24,0.00,0.12,0.10,0.00,0.19,0.00,0.09,0.00,0.00,0.17,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.68,0.28,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00
0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.11,0.00,0.37,0.34,0.00,0.00,0.00,0.19,0.00,0.46,0.11,0.00,0.75,0.71,0.00,0.84,0.04,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.07
0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.03,0.31,0.06,0.00,0.29,0.01,0.03,0.00,0.22,0.00,0.00,0.84,0.75,0.00,0.86,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04
0.00,0.21,0.57,0.00,0.29,0.02,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.65,0.34,0.86,0.08,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.11
0.21,0.63,0.71,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.19,0.00,0.00,0.11,0.53,0.29,0.17,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.08
0.03,0.61,0.42,0.00,0.00,0.00,0.24,0.18,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.30,0.00,0.00,0.00,0.47,0.00,0.39,0.00,0.38,0.53,0.30,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.23,0.00,0.00,0.00,0.07,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.05,0.00,0.37,0.34,0.18,0.20,0.00,0.00,0.84,0.75,0.01,0.44,1.07,0.00,0.00,0.08,0.00,0.00,0.49,0.00
0.00,0.00,0.07,0.39,0.00,0.00,0.54,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.34,0.26,0.00,0.01,0.65,0.00,0.28,0.00,0.00,0.00,0.70,0.86,0.00,0.64,1.40,0.04,0.21,0.27,0.57,0.00,0.82,0.00
0.51,0.90,0.09,0.00,0.03,0.00,1.20,0.35,0.12,0.00,0.00,0.00,0.00,0.29,0.48,0.00,0.00,0.00,0.40,0.00,0.31,0.00,0.25,0.05,0.40,0.62,0.00,0.23,1.23,0.00,0.59,0.25,0.56,0.00,0.73,0.03
0.38,1.17,0.00,0.11,0.00,0.00,1.38,0.40,0.00,0.00,0.01,0.00,0.70,0.43,0.36,0.18,0.00,0.00,0.00,0.20,0.27,0.00,0.26,0.00,0.00,0.05,0.00,0.00,0.73,0.02,0.56,0.37,0.38,0.00,0.00,0.00
0.00,1.21,0.00,0.00,0.23,0.06,1.21,0.32,0.00,0.00,0.00,0.00,1.25,0.00,0.04,0.11,0.17,0.00,0.00,0.00,0.11,0.00,0.00,0.10,0.00,0.00,0.37,0.20,0.00,0.00,0.26,0.47,0.27,0.00,0.00,0.00
0.31,1.21,0.00,0.00,0.18,0.69,1.00,0.08,0.00,0.00,0.00,0.23,1.42,0.00,0.00,0.11,0.14,0.05,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.26,0.30,0.00,0.00,0.15,0.61,0.00,0.00,0.25,0.04
0.35,1.10,0.00,0.28,0.18,0.24,0.87,0.00,0.00,0.00,0.00,0.40,1.33,0.00,0.02,0.53,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.69,0.00,0.00,0.00,0.00,0.55,0.02,0.00,0.00,0.54,0.00
0.07,0.97,0.15,0.08,0.31,0.00,0.45,0.00,0.08,0.00,0.00,0.18,1.16,0.00,0.00,0.65,0.00,0.48,0.27,0.00,0.00,0.00,0.27,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.60,0.00,0.13,0.00,0.91,0.00
0.00,0.00,0.20,0.19,0.00,0.00,0.85,0.00,0.76,0.00,0.00,0.00,1.34,0.00,0.00,0.51,0.08,0.11,0.12,0.00,0.00,0.00,0.46,0.00,0.00,0.88,0.26,0.00,0.00,0.00,0.29,0.04,0.00,0.00,0.75,0.00
0.18,0.00,0.00,0.12,0.00,0.00,0.80,0.00,0.63,0.00,0.00,0.00,1.61,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.91,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
0.00,0.11,0.00,0.00,0.00,0.00,0.64,0.00,0.37,0.00,0.00,0.00,1.67,0.37,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.18,0.14,0.50,0.00,0.00,0.00,0.00,0.05
0.00,0.51,0.00,0.00,0.25,0.00,0.34,0.00,0.33,0.00,0.00,0.00,1.66,0.60,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.11,0.00,0.05,0.20,0.66,0.04,0.00,0.00,0.00,0.00
0.30,0.60,0.00,0.11,0.41,0.11,0.09,0.00,0.14,0.00,0.34,0.00,1.60,0.54,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.15,0.00,0.00,0.00,0.18,0.23,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.28,0.20,0.03,0.00,0.00,0.08,0.00,0.00,0.00,0.00,1.52,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.34,0.02,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.18,1.48,0.00,0.08,0.24,0.00,0.03,0.00,0.00,0.46,0.60,1.38,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.11
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.22,1.51,0.00,0.06,0.58,0.16,0.00,0.07,0.26,0.68,0.34,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.50,0.00,0.00,0.60,0.00,0.00,0.03,0.20,0.67,0.00,1.06,0.00,0.00,0.11,0.22,0.00,0.00,0.26,0.00,0.00,0.18,0.00,0.10,0.00
0.38,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.00,1.46,0.00,0.00,0.39,0.00,0.00,0.07,0.05,0.66,0.00,1.08,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.01
0.39,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.18,0.12,0.00,0.05,0.10,0.92,0.00,1.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.02
0.14,0.03,0.12,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.96,0.00,0.00,0.18,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.48,0.22,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.24,0.00
0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.71,0.00,0.00,0.63,0.00,0.35,0.00,0.54,0.00,0.19,0.00,0.85,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.02,0.00,0.00,0.00,0.00,0.18,0.42,0.00,0.00,0.61,0.00,0.59,0.00,0.40,0.16,0.13,0.00,0.82,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.22,0.00,0.03,0.00,0.00,0.35,0.61,0.41,0.00,0.00,0.00,0.00,0.18,0.00,0.09,0.00,0.00,0.00,0.70,0.07,0.20,0.59,0.17,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.56,0.31,0.00,0.00,0.08,0.20,0.61,0.79,0.00,0.12,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.14,0.47,0.13,0.22,0.68,0.26,0.07,0.00,0.03,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00
0.53,0.42,0.00,0.00,0.00,0.00,0.49,0.72,0.00,0.00,0.11,0.00,0.17,0.31,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.55,0.32,0.42,0.00,0.17,0.00,0.00,0.00,0.35,0.10,0.00,0.00,0.00,0.00,0.00
0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.13,0.00,0.10,0.00,0.00,0.53,0.00,0.00,0.16,0.08,0.23,0.30,0.00,0.16,0.00,0.00,0.19,0.17,0.00,0.00,0.25,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.18,0.00,0.19,0.00,0.00,0.67,0.00,0.00,0.20,0.00,0.19,0.38,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00
0.00,0.00,0.01,0.10,0.00,0.25,0.00,0.00,0.39,0.00,0.00,0.00,0.27,0.00,0.00,0.30,0.00,0.65,0.00,0.00,0.05,0.00,0.09,0.30,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00
0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.03,0.53,0.00,0.07,0.09,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.06,0.00,0.00,0.33,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.02,0.05,0.04,0.00,0.00,0.00,0.10,0.00,0.00,0.48,0.00,0.00,0.32,0.40,0.00,0.00,0.00,0.05,0.21,0.00,0.00,0.56,0.00,0.00,0.16,0.00,0.00,0.18,0.00,0.06,0.00,0.00
0.00,0.18,0.00,0.37,0.43,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.52,0.10,0.00,0.00,0.32,0.02,0.28,0.00,0.13,0.34,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.21
0.00,0.21,0.00,0.80,0.13,0.00,0.00,0.31,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.07,0.66,0.00,0.00,0.00,0.87,0.00,0.00,0.39,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.46,0.26
0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.11,0.00,0.00,0.70,0.00,0.00,0.00,0.82,0.00,0.32,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.00,0.14,0.24
0.00,0.00,0.21,0.47,0.27,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.00,0.99,0.00,0.20,0.00,0.66,0.00,0.72,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.47,0.00,0.00,0.32
0.00,0.09,0.00,0.00,0.51,0.29,0.00,0.71,0.00,0.00,0.03,0.00,0.00,0.45,0.00,0.00,0.71,0.00,0.00,0.36,0.47,0.00,0.64,0.54,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.17,0.36,0.00,0.13,0.00
0.00,0.34,0.00,0.00,0.35,0.17,0.00,0.80,0.00,0.00,0.00,0.00,0.11,0.21,0.00,0.00,0.16,0.14,0.00,0.53,0.21,0.00,0.00,0.45,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00
0.00,0.31,0.00,0.00,0.20,0.00,0.15,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.42,0.29,0.00,0.78,0.00,0.17,0.28,0.24,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00
0.05,0.00,0.00,0.00,0.31,0.00,0.17,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.28,0.00,0.96,0.00,0.00,0.19,0.00,0.42,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.33,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.07,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.83,0.00,0.00,0.00,0.00,0.72,0.34,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.11,0.00
0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.75,0.58,0.48,0.00,0.00,0.21,0.00,0.00,0.00,0.07,0.25,0.21
0.00,0.00,0.49,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.06,0.00,0.02,0.00,0.21,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.84,0.01,0.41,0.00,0.00,0.20,0.00,0.00,0.00,0.21,0.56,0.27
0.00,0.00,0.30,0.17,0.15,0.00,0.21,0.00,0.00,0.01,0.15,0.00,0.06,0.28,0.00,0.05,0.00,0.00,0.00,0.09,0.07,0.00,0.00,0.00,0.96,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.15
0.00,0.34,0.06,0.36,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.27,0.00,0.00,0.15,0.00,1.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.06,0.28,1.10,0.24
0.00,0.05,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.36,0.00,0.00,0.00,0.00,0.13,0.00,1.30,0.00,0.00,0.10,0.04,0.00,0.00,0.00,0.12,0.00,0.90,0.25
0.00,0.24,0.00,0.00,0.00,0.00,0.06,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.01,0.00,0.27,0.00,0.00,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.06
0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,0.00,0.00,0.00,0.00,0.09,0.23,0.04,0.23,0.00,0.00,0.00,0.64,0.20,0.16,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.03,0.00,0.25,0.24,0.00,0.00,0.00,0.00,0.73,0.39,0.00,0.76,0.02,0.00,0.00,0.68,0.18,0.40,0.20,0.33,1.44,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.00,0.05,0.00
0.00,0.00,0.00,0.08,0.31,0.00,0.44,0.52,0.00,0.00,0.00,0.00,0.92,0.04,0.00,1.21,0.46,0.23,0.00,0.39,0.00,0.46,0.35,0.45,1.39,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.21,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.05,0.37,0.41,0.82,0.00,0.11,0.00,0.00,1.11,0.31,0.04,1.11,0.00,0.00,0.22,0.49,0.00,0.00,0.50,0.27,1.50,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00
0.21,0.00,0.32,0.00,0.00,0.26,0.00,1.04,0.00,0.63,0.00,0.71,1.08,0.00,0.59,0.73,0.00,0.00,0.00,1.00,0.00,0.00,0.47,0.00,1.68,0.72,0.01,0.00,0.00,0.00,0.00,0.00,0.48,0.40,0.08,0.00
0.05,0.00,0.00,0.35,0.07,0.00,0.00,1.00,0.00,0.48,0.00,0.82,0.87,0.01,0.55,0.00,0.16,0.00,0.00,0.94,0.00,0.32,0.00,0.00,1.65,0.71,0.23,0.00,0.00,0.00,0.13,0.00,0.52,0.66,0.18,0.00
0.00,0.15,0.00,0.03,0.00,0.00,0.00,0.81,0.04,0.00,0.00,0.53,0.00,0.25,0.51,0.08,0.00,0.00,0.00,0.49,0.00,0.17,0.05,0.00,1.55,0.55,0.00,0.20,0.00,0.00,0.00,0.00,0.52,0.62,0.05,0.21
